pays,statut,continent,population,id_pays
Djibouti,Developing,Afrique,758615,582
Djibouti,Developing,Afrique,746221,583
Djibouti,Developing,Afrique,732711,584
Djibouti,Developing,Afrique,717584,585
Dominican Republic,Developing,Amérique du Nord,1528394,586
Dominican Republic,Developing,Amérique du Nord,145844,587
Dominican Republic,Developing,Amérique du Nord,1281296,588
Dominican Republic,Developing,Amérique du Nord,115495,589
Dominican Republic,Developing,Amérique du Nord,12795,590
Dominican Republic,Developing,Amérique du Nord,9897985,591
Dominican Republic,Developing,Amérique du Nord,9767758,592
Dominican Republic,Developing,Amérique du Nord,963652,593
Dominican Republic,Developing,Amérique du Nord,954353,594
Dominican Republic,Developing,Amérique du Nord,9371338,595
Dominican Republic,Developing,Amérique du Nord,9237566,596
Dominican Republic,Developing,Amérique du Nord,912998,597
Dominican Republic,Developing,Amérique du Nord,896776,598
Dominican Republic,Developing,Amérique du Nord,8832285,599
Dominican Republic,Developing,Amérique du Nord,8697126,600
Dominican Republic,Developing,Amérique du Nord,8562622,601
Ecuador,Developing,Amérique du Sud,16144368,602
Ecuador,Developing,Amérique du Sud,1593112,603
Ecuador,Developing,Amérique du Sud,15661547,604
Ecuador,Developing,Amérique du Sud,15419666,605
Ecuador,Developing,Amérique du Sud,15177355,606
Ecuador,Developing,Amérique du Sud,1493469,607
Ecuador,Developing,Amérique du Sud,14691275,608
Ecuador,Developing,Amérique du Sud,14447562,609
Ecuador,Developing,Amérique du Sud,1425453,610
Ecuador,Developing,Amérique du Sud,1396748,611
Ecuador,Developing,Amérique du Sud,13735233,612
Ecuador,Developing,Amérique du Sud,1359647,613
Ecuador,Developing,Amérique du Sud,1328961,614
Ecuador,Developing,Amérique du Sud,13726,615
Ecuador,Developing,Amérique du Sud,12852755,616
Ecuador,Developing,Amérique du Sud,12628596,617
Egypt,Developing,Afrique,1383743,618
El Salvador,Developing,Amérique du Nord,6312478,619
El Salvador,Developing,Amérique du Nord,6281189,620
El Salvador,Developing,Amérique du Nord,625777,621
El Salvador,Developing,Amérique du Nord,6221246,622
El Salvador,Developing,Amérique du Nord,619256,623
El Salvador,Developing,Amérique du Nord,6164626,624
El Salvador,Developing,Amérique du Nord,6137276,625
El Salvador,Developing,Amérique du Nord,61131,626
El Salvador,Developing,Amérique du Nord,683475,627
El Salvador,Developing,Amérique du Nord,656478,628
El Salvador,Developing,Amérique du Nord,628961,629
El Salvador,Developing,Amérique du Nord,6775,630
El Salvador,Developing,Amérique du Nord,5971535,631
El Salvador,Developing,Amérique du Nord,59433,632
El Salvador,Developing,Amérique du Nord,595962,633
El Salvador,Developing,Amérique du Nord,5867626,634
Equatorial Guinea,Developing,Afrique,1175389,635
Equatorial Guinea,Developing,Afrique,1129424,636
Equatorial Guinea,Developing,Afrique,183746,637
Equatorial Guinea,Developing,Afrique,138593,638
Equatorial Guinea,Developing,Afrique,99429,639
Equatorial Guinea,Developing,Afrique,95114,640
Equatorial Guinea,Developing,Afrique,99111,641
Equatorial Guinea,Developing,Afrique,868418,642
Equatorial Guinea,Developing,Afrique,829327,643
Equatorial Guinea,Developing,Afrique,792217,644
Equatorial Guinea,Developing,Afrique,757317,645
Equatorial Guinea,Developing,Afrique,724817,646
Equatorial Guinea,Developing,Afrique,694611,647
Equatorial Guinea,Developing,Afrique,66647,648
Equatorial Guinea,Developing,Afrique,639762,649
Equatorial Guinea,Developing,Afrique,614323,650
Eritrea,Developing,Afrique,447469,651
Eritrea,Developing,Afrique,43984,652
Eritrea,Developing,Afrique,431334,653
Eritrea,Developing,Afrique,4232636,654
Eritrea,Developing,Afrique,4153332,655
Eritrea,Developing,Afrique,466648,656
Eritrea,Developing,Afrique,39697,657
Eritrea,Developing,Afrique,3858623,658
Eritrea,Developing,Afrique,3738265,659
Eritrea,Developing,Afrique,3614639,660
Eritrea,Developing,Afrique,3497124,661
Eritrea,Developing,Afrique,339281,662
Estonia,Developing,Europe,131547,663
Estonia,Developing,Europe,1314545,664
Estonia,Developing,Europe,1317997,665
Estonia,Developing,Europe,1322696,666
Estonia,Developing,Europe,1327439,667
Estonia,Developing,Europe,1331475,668
Estonia,Developing,Europe,1334515,669
Estonia,Developing,Europe,13379,670
Estonia,Developing,Europe,13468,671
Estonia,Developing,Europe,134681,672
Estonia,Developing,Europe,1354775,673
Estonia,Developing,Europe,136255,674
Estonia,Developing,Europe,13772,675
Estonia,Developing,Europe,137935,676
Estonia,Developing,Europe,1388115,677
Estonia,Developing,Europe,1396985,678
Ethiopia,Developing,Afrique,9987333,679
Ethiopia,Developing,Afrique,97366774,680
Ethiopia,Developing,Afrique,94887724,681
Ethiopia,Developing,Afrique,92444183,682
Ethiopia,Developing,Afrique,946756,683
Ethiopia,Developing,Afrique,877267,684
Ethiopia,Developing,Afrique,85416253,685
Ethiopia,Developing,Afrique,83184892,686
Ethiopia,Developing,Afrique,8149,687
Ethiopia,Developing,Afrique,7885689,688
Ethiopia,Developing,Afrique,7672783,689
Ethiopia,Developing,Afrique,7462445,690
Ethiopia,Developing,Afrique,72545144,691
Ethiopia,Developing,Afrique,7497192,692
Ethiopia,Developing,Afrique,68492257,693
Ethiopia,Developing,Afrique,66537331,694
Fiji,Developing,Océanie,892149,695
Fiji,Developing,Océanie,88586,696
Fiji,Developing,Océanie,879715,697
Fiji,Developing,Océanie,873596,698
Fiji,Developing,Océanie,86786,699
Fiji,Developing,Océanie,85995,700
Fiji,Developing,Océanie,851967,701
Fiji,Developing,Océanie,84334,702
Fiji,Developing,Océanie,834812,703
Fiji,Developing,Océanie,827411,704
Fiji,Developing,Océanie,821817,705
Fiji,Developing,Océanie,818354,706
Fiji,Developing,Océanie,816628,707
Fiji,Developing,Océanie,815691,708
Fiji,Developing,Océanie,814218,709
Fiji,Developing,Océanie,811223,710
Finland,Developing,Europe,5479531,711
Finland,Developing,Europe,5461512,712
Finland,Developing,Europe,5438972,713
Finland,Developing,Europe,5413971,714
Finland,Developing,Europe,5388272,715
Finland,Developing,Europe,5363352,716
Finland,Developing,Europe,5338871,717
Finland,Developing,Europe,5313399,718
Finland,Developing,Europe,528872,719
Finland,Developing,Europe,5266268,720
Finland,Developing,Europe,524696,721
Finland,Developing,Europe,5228172,722
Finland,Developing,Europe,521314,723
Finland,Developing,Europe,52598,724
Finland,Developing,Europe,51888,725
Finland,Developing,Europe,517629,726
France,Developing,Europe,6662468,727
France,Developing,Europe,66331957,728
France,Developing,Europe,6599857,729
France,Developing,Europe,6565979,730
France,Developing,Europe,65342776,731
France,Developing,Europe,6527512,732
France,Developing,Europe,647744,733
France,Developing,Europe,6437499,734
France,Developing,Europe,6416229,735
France,Developing,Europe,63621376,736
France,Developing,Europe,63179356,737
France,Developing,Europe,6274897,738
France,Developing,Europe,62244884,739
France,Developing,Europe,6185267,740
France,Developing,Europe,61357431,741
France,Developing,Europe,6912498,742
Gabon,Developing,Afrique,193175,743
Gabon,Developing,Afrique,1875713,744
Gabon,Developing,Afrique,1817271,745
Gabon,Developing,Afrique,1756817,746
Gabon,Developing,Afrique,169711,747
Gabon,Developing,Afrique,16421,748
Gabon,Developing,Afrique,1586754,749
Gabon,Developing,Afrique,1536411,750
Gabon,Developing,Afrique,1489193,751
Gabon,Developing,Afrique,1444844,752
Gabon,Developing,Afrique,143126,753
Gabon,Developing,Afrique,136425,754
Gabon,Developing,Afrique,1328146,755
Gabon,Developing,Afrique,129449,756
Gabon,Developing,Afrique,1262259,757
Gabon,Developing,Afrique,1231122,758
Gambia,Developing,Afrique,1383743,759
Georgia,Developing,Asie,37171,760
Georgia,Developing,Asie,3727,761
Georgia,Developing,Asie,3776,762
Georgia,Developing,Asie,3825,763
Georgia,Developing,Asie,3875,764
Georgia,Developing,Asie,3926,765
Georgia,Developing,Asie,3978,766
Georgia,Developing,Asie,43,767
Georgia,Developing,Asie,482,768
Georgia,Developing,Asie,4136,769
Georgia,Developing,Asie,419,770
Georgia,Developing,Asie,4245,771
Georgia,Developing,Asie,431,772
Georgia,Developing,Asie,4357,773
Georgia,Developing,Asie,43864,774
Georgia,Developing,Asie,44183,775
Germany,Developed,Europe,81686611,776
Germany,Developed,Europe,89825,777
Germany,Developed,Europe,864565,778
Germany,Developed,Europe,8425823,779
Germany,Developed,Europe,8274983,780
Germany,Developed,Europe,8177693,781
Germany,Developed,Europe,819237,782
Germany,Developed,Europe,821197,783
Germany,Developed,Europe,82266372,784
Germany,Developed,Europe,82376451,785
Germany,Developed,Europe,82469422,786
Germany,Developed,Europe,8251626,787
Germany,Developed,Europe,82534176,788
Germany,Developed,Europe,82488495,789
Germany,Developed,Europe,82349925,790
Germany,Developed,Europe,8221158,791
Ghana,Developing,Afrique,27582821,792
Ghana,Developing,Afrique,26962563,793
Ghana,Developing,Afrique,26346251,794
Ghana,Developing,Afrique,2573349,795
Ghana,Developing,Afrique,25121796,796
Ghana,Developing,Afrique,2451214,797
Ghana,Developing,Afrique,2393831,798
Ghana,Developing,Afrique,2329864,799
Ghana,Developing,Afrique,227212,800
Ghana,Developing,Afrique,22113425,801
Ghana,Developing,Afrique,215429,802
Ghana,Developing,Afrique,2986536,803
Ghana,Developing,Afrique,2446782,804
Ghana,Developing,Afrique,19924522,805
Ghana,Developing,Afrique,1942165,806
Ghana,Developing,Afrique,18938762,807
Greece,Developing,Europe,182883,808
Greece,Developing,Europe,1892413,809
Greece,Developing,Europe,1965211,810
Greece,Developing,Europe,114511,811
Greece,Developing,Europe,1114899,812
Greece,Developing,Europe,11121341,813
Greece,Developing,Europe,111717,814
Greece,Developing,Europe,1177841,815
Greece,Developing,Europe,1148473,816
Greece,Developing,Europe,112362,817
Greece,Developing,Europe,1987314,818
Greece,Developing,Europe,1955141,819
Greece,Developing,Europe,19287,820
Greece,Developing,Europe,19222,821
Greece,Developing,Europe,1862132,822
Greece,Developing,Europe,18588,823
Grenada,Developing,Amérique du Nord,1383743,824
Guatemala,Developing,Amérique du Nord,16252429,825
Guatemala,Developing,Amérique du Nord,15923559,826
Guatemala,Developing,Amérique du Nord,15596214,827
Guatemala,Developing,Amérique du Nord,1527156,828
Guatemala,Developing,Amérique du Nord,14948919,829
Guatemala,Developing,Amérique du Nord,1463417,830
Guatemala,Developing,Amérique du Nord,1431628,831
Guatemala,Developing,Amérique du Nord,146366,832
Guatemala,Developing,Amérique du Nord,137286,833
Guatemala,Developing,Amérique du Nord,133978,834
Guatemala,Developing,Amérique du Nord,139628,835
Guatemala,Developing,Amérique du Nord,12796925,836
Guatemala,Developing,Amérique du Nord,125478,837
Guatemala,Developing,Amérique du Nord,1228848,838
Guatemala,Developing,Amérique du Nord,11924946,839
Guatemala,Developing,Amérique du Nord,1165743,840
Guinea,Developing,Afrique,1291533,841
Guinea,Developing,Afrique,118559,842
Guinea,Developing,Afrique,11536615,843
Guinea,Developing,Afrique,11281469,844
Guinea,Developing,Afrique,113517,845
Guinea,Developing,Afrique,179417,846
Guinea,Developing,Afrique,1556524,847
Guinea,Developing,Afrique,1323142,848
Guinea,Developing,Afrique,196727,849
Guinea,Developing,Afrique,9881428,850
Guinea,Developing,Afrique,9679745,851
Guinea,Developing,Afrique,949229,852
Guinea,Developing,Afrique,939848,853
Guinea,Developing,Afrique,9137345,854
Guinea,Developing,Afrique,8971139,855
Guinea,Developing,Afrique,888546,856
Guinea-Bissau,Developing,Afrique,177526,857
Guinea-Bissau,Developing,Afrique,1725744,858
Guinea-Bissau,Developing,Afrique,1681495,859
Guinea-Bissau,Developing,Afrique,1638139,860
Guinea-Bissau,Developing,Afrique,1596154,861
Guinea-Bissau,Developing,Afrique,155588,862
Guinea-Bissau,Developing,Afrique,1517448,863
Guinea-Bissau,Developing,Afrique,148841,864
Guinea-Bissau,Developing,Afrique,1445958,865
Guinea-Bissau,Developing,Afrique,1412669,866
Guinea-Bissau,Developing,Afrique,138838,867
Guinea-Bissau,Developing,Afrique,135345,868
Guinea-Bissau,Developing,Afrique,132122,869
Guinea-Bissau,Developing,Afrique,1293523,870
Guinea-Bissau,Developing,Afrique,1267512,871
Guinea-Bissau,Developing,Afrique,1243229,872
Guyana,Developing,Amérique du Sud,768514,873
Guyana,Developing,Amérique du Sud,763393,874
Guyana,Developing,Amérique du Sud,75881,875
Guyana,Developing,Amérique du Sud,75391,876
Guyana,Developing,Amérique du Sud,7491,877
Guyana,Developing,Amérique du Sud,746556,878
Guyana,Developing,Amérique du Sud,745693,879
Guyana,Developing,Amérique du Sud,746314,880
Guyana,Developing,Amérique du Sud,747869,881
Guyana,Developing,Amérique du Sud,74961,882
Guyana,Developing,Amérique du Sud,75946,883
Guyana,Developing,Amérique du Sud,751652,884
Guyana,Developing,Amérique du Sud,751857,885
Guyana,Developing,Amérique du Sud,751884,886
Guyana,Developing,Amérique du Sud,752263,887
Guyana,Developing,Amérique du Sud,75331,888
Haiti,Developing,Amérique du Nord,171161,889
Haiti,Developing,Amérique du Nord,1572466,890
Haiti,Developing,Amérique du Nord,1431776,891
Haiti,Developing,Amérique du Nord,128921,892
Haiti,Developing,Amérique du Nord,114554,893
Haiti,Developing,Amérique du Nord,9999617,894
Haiti,Developing,Amérique du Nord,985287,895
Haiti,Developing,Amérique du Nord,97529,896
Haiti,Developing,Amérique du Nord,9556889,897
Haiti,Developing,Amérique du Nord,949457,898
Haiti,Developing,Amérique du Nord,926344,899
Haiti,Developing,Amérique du Nord,9119178,900
Haiti,Developing,Amérique du Nord,8976552,901
Haiti,Developing,Amérique du Nord,8834733,902
Haiti,Developing,Amérique du Nord,8692567,903
Haiti,Developing,Amérique du Nord,85492,904
Honduras,Developing,Amérique du Nord,896829,905
Honduras,Developing,Amérique du Nord,889216,906
Honduras,Developing,Amérique du Nord,8657785,907
Honduras,Developing,Amérique du Nord,855646,908
Honduras,Developing,Amérique du Nord,83516,909
Honduras,Developing,Amérique du Nord,8194778,910
Honduras,Developing,Amérique du Nord,83521,911
Honduras,Developing,Amérique du Nord,7872658,912
Honduras,Developing,Amérique du Nord,777972,913
Honduras,Developing,Amérique du Nord,754146,914
Honduras,Developing,Amérique du Nord,737343,915
Honduras,Developing,Amérique du Nord,724153,916
Honduras,Developing,Amérique du Nord,733821,917
Honduras,Developing,Amérique du Nord,6863157,918
Honduras,Developing,Amérique du Nord,669361,919
Honduras,Developing,Amérique du Nord,6524283,920
Hungary,Developed,Europe,984328,921
Hungary,Developed,Europe,9866468,922
Hungary,Developed,Europe,989382,923
Hungary,Developed,Europe,992362,924
Hungary,Developed,Europe,9971727,925
Hungary,Developed,Europe,123,926
Hungary,Developed,Europe,12265,927
Hungary,Developed,Europe,138188,928
Hungary,Developed,Europe,15578,929
Hungary,Developed,Europe,17137,930
Hungary,Developed,Europe,18765,931
Hungary,Developed,Europe,117146,932
Hungary,Developed,Europe,1129552,933
Hungary,Developed,Europe,115868,934
Hungary,Developed,Europe,1187576,935
Hungary,Developed,Europe,121971,936
Iceland,Developed,Europe,33815,937
Iceland,Developed,Europe,327386,938
Iceland,Developed,Europe,323764,939
Iceland,Developed,Europe,32716,940
Iceland,Developed,Europe,31914,941
Iceland,Developed,Europe,31841,942
Iceland,Developed,Europe,318499,943
Iceland,Developed,Europe,317414,944
Iceland,Developed,Europe,311566,945
Iceland,Developed,Europe,33782,946
Iceland,Developed,Europe,296734,947
Iceland,Developed,Europe,29274,948
Iceland,Developed,Europe,289521,949
Iceland,Developed,Europe,287523,950
Iceland,Developed,Europe,284968,951
Iceland,Developed,Europe,28125,952
India,Developing,Asie,1395398,953
India,Developing,Asie,1293859294,954
India,Developing,Asie,127856227,955
India,Developing,Asie,126365852,956
India,Developing,Asie,124723629,957
India,Developing,Asie,12398691,958
India,Developing,Asie,121427132,959
India,Developing,Asie,119714696,960
India,Developing,Asie,1179681239,961
India,Developing,Asie,1161977719,962
India,Developing,Asie,1144118674,963
India,Developing,Asie,1126135777,964
India,Developing,Asie,11827848,965
India,Developing,Asie,18987112,966
India,Developing,Asie,171477855,967
India,Developing,Asie,1535912,968
Indonesia,Developing,Asie,258162113,969
Indonesia,Developing,Asie,255131116,970
Indonesia,Developing,Asie,25232263,971
Indonesia,Developing,Asie,248883232,972
Indonesia,Developing,Asie,24577511,973
Indonesia,Developing,Asie,242524123,974
Indonesia,Developing,Asie,23934478,975
Indonesia,Developing,Asie,236159276,976
Indonesia,Developing,Asie,232989141,977
Indonesia,Developing,Asie,22983822,978
Indonesia,Developing,Asie,22671273,979
Indonesia,Developing,Asie,223614649,980
Indonesia,Developing,Asie,22545214,981
Indonesia,Developing,Asie,2175859,982
Indonesia,Developing,Asie,2145652,983
Indonesia,Developing,Asie,21154429,984
Iran,Developing,Asie,1383743,985
Iraq,Developing,Asie,36115649,986
Iraq,Developing,Asie,3568,987
Iraq,Developing,Asie,33883145,988
Iraq,Developing,Asie,32776571,989
Iraq,Developing,Asie,3172753,990
Iraq,Developing,Asie,376271,991
Iraq,Developing,Asie,29894652,992
Iraq,Developing,Asie,29111417,993
Iraq,Developing,Asie,2839433,994
Iraq,Developing,Asie,27697912,995
Iraq,Developing,Asie,278426,996
Iraq,Developing,Asie,2631669,997
Iraq,Developing,Asie,25627626,998
Iraq,Developing,Asie,24939299,999
Iraq,Developing,Asie,24251649,1000
Iraq,Developing,Asie,23565413,1001
Ireland,Developed,Europe,4676835,1002
Ireland,Developed,Europe,4617225,1003
Ireland,Developed,Europe,4598294,1004
Ireland,Developed,Europe,4586897,1005
Ireland,Developed,Europe,4576794,1006
Ireland,Developed,Europe,456155,1007
Ireland,Developed,Europe,4535375,1008
Ireland,Developed,Europe,4489544,1009
Ireland,Developed,Europe,4398942,1010
Ireland,Developed,Europe,4273591,1011
Ireland,Developed,Europe,4159914,1012
Ireland,Developed,Europe,47262,1013
Ireland,Developed,Europe,3996521,1014
Ireland,Developed,Europe,3931947,1015
Ireland,Developed,Europe,3866243,1016
Ireland,Developed,Europe,385174,1017
Israel,Developing,Asie,8381,1018
Israel,Developing,Asie,82157,1019
Israel,Developing,Asie,8595,1020
Israel,Developing,Asie,7915,1021
Israel,Developing,Asie,77658,1022
Israel,Developing,Asie,76236,1023
Israel,Developing,Asie,74856,1024
Israel,Developing,Asie,7388,1025
Israel,Developing,Asie,7181,1026
Israel,Developing,Asie,7537,1027
Israel,Developing,Asie,6931,1028
Israel,Developing,Asie,689,1029
Israel,Developing,Asie,66897,1030
Israel,Developing,Asie,657,1031
Israel,Developing,Asie,6439,1032
Israel,Developing,Asie,6289,1033
Italy,Developed,Europe,673582,1034
Italy,Developed,Europe,678914,1035
Italy,Developed,Europe,6233948,1036
Italy,Developed,Europe,59539717,1037
Italy,Developed,Europe,59379449,1038
Italy,Developed,Europe,59277417,1039
Italy,Developed,Europe,5995365,1040
Italy,Developed,Europe,58826731,1041
Italy,Developed,Europe,5843831,1042
Italy,Developed,Europe,58143979,1043
Italy,Developed,Europe,57969484,1044
Italy,Developed,Europe,57685327,1045
Italy,Developed,Europe,5731323,1046
Italy,Developed,Europe,57597,1047
Italy,Developed,Europe,569741,1048
Italy,Developed,Europe,5694218,1049
Jamaica,Developing,Amérique du Nord,2871934,1050
Jamaica,Developing,Amérique du Nord,286287,1051
Jamaica,Developing,Amérique du Nord,285187,1052
Jamaica,Developing,Amérique du Nord,284992,1053
Jamaica,Developing,Amérique du Nord,2829493,1054
Jamaica,Developing,Amérique du Nord,281721,1055
Jamaica,Developing,Amérique du Nord,28482,1056
Jamaica,Developing,Amérique du Nord,279122,1057
Jamaica,Developing,Amérique du Nord,2775467,1058
Jamaica,Developing,Amérique du Nord,276279,1059
Jamaica,Developing,Amérique du Nord,2744673,1060
Jamaica,Developing,Amérique du Nord,2728777,1061
Jamaica,Developing,Amérique du Nord,2712511,1062
Jamaica,Developing,Amérique du Nord,2695446,1063
Jamaica,Developing,Amérique du Nord,267711,1064
Jamaica,Developing,Amérique du Nord,2656864,1065
Japan,Developed,Asie,127141,1066
Japan,Developed,Asie,127276,1067
Japan,Developed,Asie,127445,1068
Japan,Developed,Asie,127629,1069
Japan,Developed,Asie,127833,1070
Japan,Developed,Asie,1287,1071
Japan,Developed,Asie,12847,1072
Japan,Developed,Asie,12863,1073
Japan,Developed,Asie,1281,1074
Japan,Developed,Asie,127854,1075
Japan,Developed,Asie,127773,1076
Japan,Developed,Asie,127761,1077
Japan,Developed,Asie,127718,1078
Japan,Developed,Asie,127149,1079
Japan,Developed,Asie,126843,1080
Jordan,Developing,Asie,915932,1081
Jordan,Developing,Asie,88936,1082
Jordan,Developing,Asie,8413464,1083
Jordan,Developing,Asie,7992573,1084
Jordan,Developing,Asie,7574943,1085
Jordan,Developing,Asie,718239,1086
Jordan,Developing,Asie,6821116,1087
Jordan,Developing,Asie,6489822,1088
Jordan,Developing,Asie,6193191,1089
Jordan,Developing,Asie,5934232,1090
Jordan,Developing,Asie,5714111,1091
Jordan,Developing,Asie,5535595,1092
Jordan,Developing,Asie,5396774,1093
Jordan,Developing,Asie,5287488,1094
Jordan,Developing,Asie,5193482,1095
Jordan,Developing,Asie,51313,1096
Kazakhstan,Developing,Asie,17544126,1097
Kazakhstan,Developing,Asie,17289224,1098
Kazakhstan,Developing,Asie,1735275,1099
Kazakhstan,Developing,Asie,16791425,1100
Kazakhstan,Developing,Asie,165566,1101
Kazakhstan,Developing,Asie,16321581,1102
Kazakhstan,Developing,Asie,169271,1103
Kazakhstan,Developing,Asie,15674,1104
Kazakhstan,Developing,Asie,15484192,1105
Kazakhstan,Developing,Asie,153884,1106
Kazakhstan,Developing,Asie,1514729,1107
Kazakhstan,Developing,Asie,1512985,1108
Kazakhstan,Developing,Asie,149918,1109
Kazakhstan,Developing,Asie,14858948,1110
Kazakhstan,Developing,Asie,14858335,1111
Kazakhstan,Developing,Asie,14883626,1112
Kenya,Developing,Afrique,47236259,1113
Kenya,Developing,Afrique,462425,1114
Kenya,Developing,Afrique,44826849,1115
Kenya,Developing,Afrique,43646629,1116
Kenya,Developing,Afrique,42486839,1117
Kenya,Developing,Afrique,4135152,1118
Kenya,Developing,Afrique,423724,1119
Kenya,Developing,Afrique,39148416,1120
Kenya,Developing,Afrique,388599,1121
Kenya,Developing,Afrique,37525,1122
Kenya,Developing,Afrique,3648288,1123
Kenya,Developing,Afrique,3574931,1124
Kenya,Developing,Afrique,3413852,1125
Kenya,Developing,Afrique,332149,1126
Kenya,Developing,Afrique,32321482,1127
Kenya,Developing,Afrique,3145483,1128
Kiribati,Developing,Océanie,11247,1129
Kiribati,Developing,Océanie,11458,1130
Kiribati,Developing,Océanie,18535,1131
Kiribati,Developing,Océanie,16613,1132
Kiribati,Developing,Océanie,14656,1133
Kiribati,Developing,Océanie,12652,1134
Kiribati,Developing,Océanie,1568,1135
Kiribati,Developing,Océanie,9844,1136
Kiribati,Developing,Océanie,96311,1137
Kiribati,Developing,Océanie,9426,1138
Kiribati,Developing,Océanie,92325,1139
Kiribati,Developing,Océanie,9542,1140
Kiribati,Developing,Océanie,88895,1141
Kiribati,Developing,Océanie,87343,1142
Kiribati,Developing,Océanie,85858,1143
Kiribati,Developing,Océanie,8446,1144
Kuwait,Developing,Asie,1383743,1145
Kyrgyzstan,Developing,Asie,1383743,1146
Laos,Developing,Asie,1383743,1147
Latvia,Developed,Europe,1977527,1148
Latvia,Developed,Europe,1993782,1149
Latvia,Developed,Europe,212647,1150
Latvia,Developed,Europe,234319,1151
Latvia,Developed,Europe,25979,1152
Latvia,Developed,Europe,297555,1153
Latvia,Developed,Europe,2141669,1154
Latvia,Developed,Europe,2177322,1155
Latvia,Developed,Europe,22325,1156
Latvia,Developed,Europe,2218357,1157
Latvia,Developed,Europe,2238799,1158
Latvia,Developed,Europe,2263122,1159
Latvia,Developed,Europe,2287955,1160
Latvia,Developed,Europe,231173,1161
Latvia,Developed,Europe,233717,1162
Latvia,Developed,Europe,236755,1163
Lebanon,Developing,Asie,5851479,1164
Lebanon,Developing,Asie,563279,1165
Lebanon,Developing,Asie,527612,1166
Lebanon,Developing,Asie,491644,1167
Lebanon,Developing,Asie,4588368,1168
Lebanon,Developing,Asie,4337141,1169
Lebanon,Developing,Asie,4183156,1170
